Image_ID,Image_Path,Obstacle_Present,Water_Body,Soil_Type,Vegetation_Density (%),Label
0402,/images/synthetic_image_0402.jpg,Yes,Yes,Clay,75,0
0403,/images/synthetic_image_0403.jpg,No,Yes,Sandy,95,0
0404,/images/synthetic_image_0404.jpg,No,Yes,Clay,99,1
0405,/images/synthetic_image_0405.jpg,Yes,Yes,Sandy,19,0
0406,/images/synthetic_image_0406.jpg,Yes,No,Clay,22,1
0407,/images/synthetic_image_0407.jpg,No,Yes,Loamy,12,1
0408,/images/synthetic_image_0408.jpg,Yes,Yes,Clay,31,1
0409,/images/synthetic_image_0409.jpg,No,No,Loamy,68,1
0410,/images/synthetic_image_0410.jpg,No,No,Clay,45,1
0411,/images/synthetic_image_0411.jpg,Yes,Yes,Loamy,50,1
0412,/images/synthetic_image_0412.jpg,Yes,No,Sandy,14,0
0413,/images/synthetic_image_0413.jpg,No,Yes,Clay,22,1
0414,/images/synthetic_image_0414.jpg,No,No,Clay,16,1
0415,/images/synthetic_image_0415.jpg,No,No,Sandy,92,0
0416,/images/synthetic_image_0416.jpg,No,No,Sandy,34,1
0417,/images/synthetic_image_0417.jpg,Yes,No,Sandy,50,1
0418,/images/synthetic_image_0418.jpg,Yes,No,Clay,65,1
0419,/images/synthetic_image_0419.jpg,Yes,Yes,Sandy,69,1
0420,/images/synthetic_image_0420.jpg,No,No,Loamy,29,0
0421,/images/synthetic_image_0421.jpg,No,Yes,Clay,74,0
0422,/images/synthetic_image_0422.jpg,No,No,Clay,45,1
0423,/images/synthetic_image_0423.jpg,No,Yes,Clay,49,0
0424,/images/synthetic_image_0424.jpg,Yes,No,Loamy,96,1
0425,/images/synthetic_image_0425.jpg,No,No,Sandy,66,1
0426,/images/synthetic_image_0426.jpg,No,No,Sandy,47,1
0427,/images/synthetic_image_0427.jpg,Yes,Yes,Loamy,35,1
0428,/images/synthetic_image_0428.jpg,No,No,Sandy,97,1
0429,/images/synthetic_image_0429.jpg,No,Yes,Sandy,33,1
0430,/images/synthetic_image_0430.jpg,Yes,No,Loamy,93,0
0431,/images/synthetic_image_0431.jpg,Yes,Yes,Loamy,13,1
0432,/images/synthetic_image_0432.jpg,Yes,No,Sandy,59,1
0433,/images/synthetic_image_0433.jpg,Yes,No,Sandy,52,0
0434,/images/synthetic_image_0434.jpg,No,Yes,Loamy,28,1
0435,/images/synthetic_image_0435.jpg,Yes,No,Sandy,84,1
0436,/images/synthetic_image_0436.jpg,No,Yes,Sandy,12,1
0437,/images/synthetic_image_0437.jpg,Yes,No,Clay,21,1
0438,/images/synthetic_image_0438.jpg,No,Yes,Loamy,14,1
0439,/images/synthetic_image_0439.jpg,Yes,No,Loamy,99,0
0440,/images/synthetic_image_0440.jpg,No,No,Clay,20,1
0441,/images/synthetic_image_0441.jpg,No,No,Clay,36,0
0442,/images/synthetic_image_0442.jpg,No,No,Sandy,81,0
0443,/images/synthetic_image_0443.jpg,No,Yes,Clay,40,1
0444,/images/synthetic_image_0444.jpg,No,Yes,Loamy,81,0
0445,/images/synthetic_image_0445.jpg,No,No,Sandy,32,1
0446,/images/synthetic_image_0446.jpg,Yes,Yes,Clay,13,1
0447,/images/synthetic_image_0447.jpg,No,No,Loamy,31,1
0448,/images/synthetic_image_0448.jpg,Yes,No,Sandy,58,0
0449,/images/synthetic_image_0449.jpg,No,Yes,Clay,16,0
0450,/images/synthetic_image_0450.jpg,No,No,Clay,11,1
0451,/images/synthetic_image_0451.jpg,Yes,No,Sandy,99,1
0452,/images/synthetic_image_0452.jpg,No,No,Clay,37,1
0453,/images/synthetic_image_0453.jpg,No,Yes,Clay,96,1
0454,/images/synthetic_image_0454.jpg,Yes,Yes,Clay,81,1
0455,/images/synthetic_image_0455.jpg,Yes,Yes,Loamy,91,1
0456,/images/synthetic_image_0456.jpg,Yes,No,Clay,52,0
0457,/images/synthetic_image_0457.jpg,No,Yes,Clay,87,0
0458,/images/synthetic_image_0458.jpg,Yes,No,Sandy,33,1
0459,/images/synthetic_image_0459.jpg,Yes,No,Loamy,19,1
0460,/images/synthetic_image_0460.jpg,Yes,No,Clay,51,1
0461,/images/synthetic_image_0461.jpg,No,Yes,Sandy,12,1
0462,/images/synthetic_image_0462.jpg,Yes,No,Sandy,76,1
0463,/images/synthetic_image_0463.jpg,Yes,No,Clay,89,1
0464,/images/synthetic_image_0464.jpg,Yes,No,Sandy,34,1
0465,/images/synthetic_image_0465.jpg,Yes,No,Clay,66,0
0466,/images/synthetic_image_0466.jpg,Yes,Yes,Clay,18,0
0467,/images/synthetic_image_0467.jpg,No,No,Clay,99,1
0468,/images/synthetic_image_0468.jpg,Yes,Yes,Clay,38,1
0469,/images/synthetic_image_0469.jpg,No,Yes,Loamy,34,1
0470,/images/synthetic_image_0470.jpg,No,Yes,Loamy,93,0
0471,/images/synthetic_image_0471.jpg,No,No,Loamy,65,0
0472,/images/synthetic_image_0472.jpg,No,Yes,Sandy,90,1
0473,/images/synthetic_image_0473.jpg,Yes,Yes,Clay,55,1
0474,/images/synthetic_image_0474.jpg,Yes,Yes,Sandy,47,1
0475,/images/synthetic_image_0475.jpg,Yes,No,Sandy,47,1
0476,/images/synthetic_image_0476.jpg,Yes,No,Clay,78,1
0477,/images/synthetic_image_0477.jpg,Yes,Yes,Sandy,76,1
0478,/images/synthetic_image_0478.jpg,Yes,No,Clay,94,1
0479,/images/synthetic_image_0479.jpg,Yes,No,Clay,78,1
0480,/images/synthetic_image_0480.jpg,No,Yes,Sandy,68,0
0481,/images/synthetic_image_0481.jpg,No,No,Sandy,78,1
0482,/images/synthetic_image_0482.jpg,No,No,Loamy,29,0
0483,/images/synthetic_image_0483.jpg,Yes,No,Loamy,36,0
0484,/images/synthetic_image_0484.jpg,No,Yes,Sandy,42,1
0485,/images/synthetic_image_0485.jpg,No,No,Loamy,26,1
0486,/images/synthetic_image_0486.jpg,No,Yes,Sandy,29,0
0487,/images/synthetic_image_0487.jpg,No,No,Loamy,28,0
0488,/images/synthetic_image_0488.jpg,Yes,No,Clay,15,0
0489,/images/synthetic_image_0489.jpg,Yes,No,Clay,31,1
0490,/images/synthetic_image_0490.jpg,No,No,Loamy,70,1
0491,/images/synthetic_image_0491.jpg,Yes,Yes,Sandy,99,1
0492,/images/synthetic_image_0492.jpg,Yes,Yes,Sandy,15,1
0493,/images/synthetic_image_0493.jpg,Yes,No,Clay,20,1
0494,/images/synthetic_image_0494.jpg,No,Yes,Clay,31,1
0495,/images/synthetic_image_0495.jpg,No,Yes,Loamy,18,1
0496,/images/synthetic_image_0496.jpg,No,Yes,Sandy,85,0
0497,/images/synthetic_image_0497.jpg,No,Yes,Loamy,78,0
0498,/images/synthetic_image_0498.jpg,No,Yes,Clay,96,1
0499,/images/synthetic_image_0499.jpg,Yes,No,Loamy,50,0
0500,/images/synthetic_image_0500.jpg,No,Yes,Sandy,30,1
0501,/images/synthetic_image_0501.jpg,No,No,Clay,41,0
0502,/images/synthetic_image_0502.jpg,No,No,Clay,37,1
0503,/images/synthetic_image_0503.jpg,No,Yes,Clay,91,1
0504,/images/synthetic_image_0504.jpg,Yes,No,Clay,80,0
0505,/images/synthetic_image_0505.jpg,Yes,No,Loamy,85,0
0506,/images/synthetic_image_0506.jpg,No,Yes,Clay,63,0
0507,/images/synthetic_image_0507.jpg,No,No,Clay,11,1
0508,/images/synthetic_image_0508.jpg,Yes,No,Clay,96,1
0509,/images/synthetic_image_0509.jpg,Yes,No,Clay,87,0
0510,/images/synthetic_image_0510.jpg,Yes,No,Clay,45,1
0511,/images/synthetic_image_0511.jpg,No,No,Loamy,12,1
0512,/images/synthetic_image_0512.jpg,Yes,Yes,Clay,97,1
0513,/images/synthetic_image_0513.jpg,Yes,No,Loamy,59,1
0514,/images/synthetic_image_0514.jpg,Yes,Yes,Loamy,76,1
0515,/images/synthetic_image_0515.jpg,No,No,Loamy,13,0
0516,/images/synthetic_image_0516.jpg,No,Yes,Sandy,43,1
0517,/images/synthetic_image_0517.jpg,No,No,Loamy,61,0
0518,/images/synthetic_image_0518.jpg,Yes,No,Clay,41,1
0519,/images/synthetic_image_0519.jpg,Yes,Yes,Clay,73,1
0520,/images/synthetic_image_0520.jpg,Yes,Yes,Clay,94,1
0521,/images/synthetic_image_0521.jpg,No,Yes,Clay,84,1
0522,/images/synthetic_image_0522.jpg,No,Yes,Clay,88,0
0523,/images/synthetic_image_0523.jpg,No,No,Loamy,30,1
0524,/images/synthetic_image_0524.jpg,No,No,Sandy,66,1
0525,/images/synthetic_image_0525.jpg,Yes,Yes,Sandy,99,0
0526,/images/synthetic_image_0526.jpg,No,Yes,Sandy,33,0
0527,/images/synthetic_image_0527.jpg,No,No,Sandy,77,1
0528,/images/synthetic_image_0528.jpg,No,Yes,Loamy,94,1
0529,/images/synthetic_image_0529.jpg,No,No,Sandy,95,1
0530,/images/synthetic_image_0530.jpg,Yes,Yes,Clay,84,1
0531,/images/synthetic_image_0531.jpg,No,Yes,Clay,95,1
0532,/images/synthetic_image_0532.jpg,No,Yes,Clay,37,1
0533,/images/synthetic_image_0533.jpg,No,No,Clay,78,1
0534,/images/synthetic_image_0534.jpg,Yes,Yes,Clay,42,1
0535,/images/synthetic_image_0535.jpg,No,Yes,Clay,51,0
0536,/images/synthetic_image_0536.jpg,No,Yes,Loamy,86,0
0537,/images/synthetic_image_0537.jpg,Yes,Yes,Clay,18,1
0538,/images/synthetic_image_0538.jpg,No,Yes,Clay,46,1
0539,/images/synthetic_image_0539.jpg,Yes,No,Loamy,60,1
0540,/images/synthetic_image_0540.jpg,No,Yes,Sandy,66,0
0541,/images/synthetic_image_0541.jpg,Yes,Yes,Clay,11,1
0542,/images/synthetic_image_0542.jpg,Yes,Yes,Sandy,97,0
0543,/images/synthetic_image_0543.jpg,Yes,Yes,Clay,80,1
0544,/images/synthetic_image_0544.jpg,No,Yes,Clay,55,1
0545,/images/synthetic_image_0545.jpg,No,No,Sandy,43,0
0546,/images/synthetic_image_0546.jpg,Yes,No,Clay,87,0
0547,/images/synthetic_image_0547.jpg,No,No,Loamy,75,1
0548,/images/synthetic_image_0548.jpg,Yes,No,Loamy,16,1
0549,/images/synthetic_image_0549.jpg,Yes,Yes,Sandy,49,0
0550,/images/synthetic_image_0550.jpg,Yes,No,Clay,94,1
0551,/images/synthetic_image_0551.jpg,No,No,Loamy,51,1
0552,/images/synthetic_image_0552.jpg,Yes,Yes,Sandy,71,1
0553,/images/synthetic_image_0553.jpg,No,No,Clay,49,1
0554,/images/synthetic_image_0554.jpg,Yes,Yes,Sandy,68,1
0555,/images/synthetic_image_0555.jpg,No,No,Clay,95,1
0556,/images/synthetic_image_0556.jpg,No,Yes,Loamy,98,1
0557,/images/synthetic_image_0557.jpg,No,No,Clay,38,1
0558,/images/synthetic_image_0558.jpg,Yes,No,Sandy,29,1
0559,/images/synthetic_image_0559.jpg,No,Yes,Sandy,21,0
0560,/images/synthetic_image_0560.jpg,Yes,Yes,Loamy,59,1
0561,/images/synthetic_image_0561.jpg,No,No,Clay,89,1
0562,/images/synthetic_image_0562.jpg,No,No,Sandy,86,0
0563,/images/synthetic_image_0563.jpg,No,No,Sandy,26,0
0564,/images/synthetic_image_0564.jpg,Yes,Yes,Clay,86,1
0565,/images/synthetic_image_0565.jpg,Yes,No,Clay,12,1
0566,/images/synthetic_image_0566.jpg,No,No,Clay,52,1
0567,/images/synthetic_image_0567.jpg,No,Yes,Loamy,15,1
0568,/images/synthetic_image_0568.jpg,No,Yes,Sandy,90,1
0569,/images/synthetic_image_0569.jpg,No,No,Clay,64,1
0570,/images/synthetic_image_0570.jpg,Yes,No,Clay,72,1
0571,/images/synthetic_image_0571.jpg,No,Yes,Loamy,18,1
0572,/images/synthetic_image_0572.jpg,Yes,No,Loamy,69,0
0573,/images/synthetic_image_0573.jpg,No,Yes,Sandy,39,1
0574,/images/synthetic_image_0574.jpg,No,No,Clay,54,1
0575,/images/synthetic_image_0575.jpg,No,Yes,Clay,64,0
0576,/images/synthetic_image_0576.jpg,Yes,No,Loamy,76,0
0577,/images/synthetic_image_0577.jpg,No,Yes,Loamy,84,1
0578,/images/synthetic_image_0578.jpg,Yes,No,Loamy,95,0
0579,/images/synthetic_image_0579.jpg,No,Yes,Clay,11,0
0580,/images/synthetic_image_0580.jpg,No,No,Sandy,51,0
0581,/images/synthetic_image_0581.jpg,No,Yes,Clay,25,1
0582,/images/synthetic_image_0582.jpg,Yes,No,Sandy,25,0
0583,/images/synthetic_image_0583.jpg,Yes,Yes,Sandy,77,1
0584,/images/synthetic_image_0584.jpg,Yes,Yes,Sandy,65,1
0585,/images/synthetic_image_0585.jpg,Yes,No,Sandy,42,1
0586,/images/synthetic_image_0586.jpg,No,Yes,Loamy,92,1
0587,/images/synthetic_image_0587.jpg,Yes,No,Loamy,35,1
0588,/images/synthetic_image_0588.jpg,Yes,No,Sandy,77,1
0589,/images/synthetic_image_0589.jpg,Yes,Yes,Sandy,37,0
0590,/images/synthetic_image_0590.jpg,No,No,Loamy,52,0
0591,/images/synthetic_image_0591.jpg,Yes,No,Loamy,97,0
0592,/images/synthetic_image_0592.jpg,No,Yes,Loamy,53,1
0593,/images/synthetic_image_0593.jpg,No,Yes,Loamy,55,0
0594,/images/synthetic_image_0594.jpg,No,No,Loamy,60,1
0595,/images/synthetic_image_0595.jpg,Yes,No,Sandy,77,0
0596,/images/synthetic_image_0596.jpg,No,No,Sandy,25,0
0597,/images/synthetic_image_0597.jpg,No,Yes,Loamy,97,1
0598,/images/synthetic_image_0598.jpg,Yes,No,Sandy,24,0
0599,/images/synthetic_image_0599.jpg,Yes,No,Loamy,84,1
0600,/images/synthetic_image_0600.jpg,No,Yes,Clay,20,1
0601,/images/synthetic_image_0601.jpg,No,No,Loamy,24,1
0602,/images/synthetic_image_0602.jpg,No,No,Clay,80,1
0603,/images/synthetic_image_0603.jpg,No,No,Sandy,26,1
0604,/images/synthetic_image_0604.jpg,Yes,No,Loamy,84,1
0605,/images/synthetic_image_0605.jpg,Yes,Yes,Loamy,92,1
0606,/images/synthetic_image_0606.jpg,No,No,Clay,96,1
0607,/images/synthetic_image_0607.jpg,No,Yes,Sandy,11,0
0608,/images/synthetic_image_0608.jpg,No,Yes,Clay,45,1
0609,/images/synthetic_image_0609.jpg,No,Yes,Loamy,78,1
0610,/images/synthetic_image_0610.jpg,Yes,Yes,Loamy,54,1
0611,/images/synthetic_image_0611.jpg,Yes,No,Loamy,52,1
0612,/images/synthetic_image_0612.jpg,Yes,Yes,Loamy,76,1
0613,/images/synthetic_image_0613.jpg,No,Yes,Sandy,33,1
0614,/images/synthetic_image_0614.jpg,Yes,No,Loamy,38,1
0615,/images/synthetic_image_0615.jpg,No,No,Clay,13,1
0616,/images/synthetic_image_0616.jpg,Yes,No,Sandy,47,0
0617,/images/synthetic_image_0617.jpg,Yes,No,Sandy,71,0
0618,/images/synthetic_image_0618.jpg,Yes,Yes,Sandy,21,1
0619,/images/synthetic_image_0619.jpg,Yes,Yes,Loamy,71,1
0620,/images/synthetic_image_0620.jpg,Yes,No,Loamy,10,1
0621,/images/synthetic_image_0621.jpg,Yes,No,Loamy,94,1
0622,/images/synthetic_image_0622.jpg,No,No,Sandy,52,1
0623,/images/synthetic_image_0623.jpg,No,No,Loamy,62,1
0624,/images/synthetic_image_0624.jpg,Yes,No,Sandy,50,1
0625,/images/synthetic_image_0625.jpg,No,No,Clay,90,0
0626,/images/synthetic_image_0626.jpg,No,Yes,Clay,62,1
0627,/images/synthetic_image_0627.jpg,No,Yes,Loamy,60,1
0628,/images/synthetic_image_0628.jpg,Yes,Yes,Clay,23,0
0629,/images/synthetic_image_0629.jpg,Yes,Yes,Sandy,90,0
0630,/images/synthetic_image_0630.jpg,Yes,Yes,Sandy,45,1
0631,/images/synthetic_image_0631.jpg,Yes,No,Sandy,95,0
0632,/images/synthetic_image_0632.jpg,Yes,Yes,Clay,67,1
0633,/images/synthetic_image_0633.jpg,Yes,No,Loamy,94,0
0634,/images/synthetic_image_0634.jpg,No,No,Loamy,65,1
0635,/images/synthetic_image_0635.jpg,No,No,Clay,86,0
0636,/images/synthetic_image_0636.jpg,Yes,No,Loamy,93,1
0637,/images/synthetic_image_0637.jpg,Yes,No,Clay,14,1
0638,/images/synthetic_image_0638.jpg,Yes,No,Loamy,15,1
0639,/images/synthetic_image_0639.jpg,Yes,Yes,Sandy,15,1
0640,/images/synthetic_image_0640.jpg,Yes,Yes,Loamy,84,0
0641,/images/synthetic_image_0641.jpg,No,Yes,Sandy,52,1
0642,/images/synthetic_image_0642.jpg,No,No,Loamy,23,0
0643,/images/synthetic_image_0643.jpg,Yes,Yes,Clay,26,1
0644,/images/synthetic_image_0644.jpg,No,No,Clay,73,1
0645,/images/synthetic_image_0645.jpg,No,No,Loamy,70,1
0646,/images/synthetic_image_0646.jpg,No,Yes,Sandy,23,1
0647,/images/synthetic_image_0647.jpg,No,Yes,Loamy,48,0
0648,/images/synthetic_image_0648.jpg,Yes,Yes,Clay,51,1
0649,/images/synthetic_image_0649.jpg,Yes,No,Sandy,23,1
0650,/images/synthetic_image_0650.jpg,No,Yes,Loamy,68,1
0651,/images/synthetic_image_0651.jpg,No,No,Loamy,95,1
0652,/images/synthetic_image_0652.jpg,Yes,No,Sandy,39,1
0653,/images/synthetic_image_0653.jpg,Yes,No,Loamy,88,1
0654,/images/synthetic_image_0654.jpg,No,No,Loamy,69,0
0655,/images/synthetic_image_0655.jpg,Yes,Yes,Clay,58,0
0656,/images/synthetic_image_0656.jpg,No,Yes,Sandy,15,0
0657,/images/synthetic_image_0657.jpg,No,Yes,Sandy,82,0
0658,/images/synthetic_image_0658.jpg,No,Yes,Clay,59,1
0659,/images/synthetic_image_0659.jpg,No,No,Sandy,94,0
0660,/images/synthetic_image_0660.jpg,No,No,Loamy,26,0
0661,/images/synthetic_image_0661.jpg,No,Yes,Clay,95,1
0662,/images/synthetic_image_0662.jpg,Yes,No,Clay,58,1
0663,/images/synthetic_image_0663.jpg,Yes,No,Loamy,15,1
0664,/images/synthetic_image_0664.jpg,Yes,No,Sandy,26,1
0665,/images/synthetic_image_0665.jpg,No,Yes,Sandy,56,1
0666,/images/synthetic_image_0666.jpg,No,No,Loamy,50,0
0667,/images/synthetic_image_0667.jpg,No,Yes,Sandy,78,0
0668,/images/synthetic_image_0668.jpg,Yes,Yes,Loamy,34,1
0669,/images/synthetic_image_0669.jpg,Yes,No,Loamy,84,0
0670,/images/synthetic_image_0670.jpg,Yes,Yes,Clay,12,1
0671,/images/synthetic_image_0671.jpg,Yes,No,Loamy,92,1
0672,/images/synthetic_image_0672.jpg,No,Yes,Clay,56,1
0673,/images/synthetic_image_0673.jpg,Yes,No,Loamy,22,1
0674,/images/synthetic_image_0674.jpg,No,No,Loamy,88,1
0675,/images/synthetic_image_0675.jpg,Yes,No,Clay,12,1
0676,/images/synthetic_image_0676.jpg,Yes,No,Loamy,18,1
0677,/images/synthetic_image_0677.jpg,Yes,No,Loamy,95,1
0678,/images/synthetic_image_0678.jpg,No,No,Loamy,33,1
0679,/images/synthetic_image_0679.jpg,Yes,Yes,Sandy,31,1
0680,/images/synthetic_image_0680.jpg,No,No,Loamy,17,1
0681,/images/synthetic_image_0681.jpg,Yes,No,Sandy,57,1
0682,/images/synthetic_image_0682.jpg,Yes,No,Clay,93,1
0683,/images/synthetic_image_0683.jpg,No,No,Clay,98,0
0684,/images/synthetic_image_0684.jpg,Yes,Yes,Loamy,73,1
0685,/images/synthetic_image_0685.jpg,No,No,Loamy,50,0
0686,/images/synthetic_image_0686.jpg,No,No,Loamy,30,1
0687,/images/synthetic_image_0687.jpg,No,No,Sandy,96,1
0688,/images/synthetic_image_0688.jpg,No,No,Loamy,63,1
0689,/images/synthetic_image_0689.jpg,Yes,Yes,Loamy,87,1
0690,/images/synthetic_image_0690.jpg,Yes,No,Sandy,86,1
0691,/images/synthetic_image_0691.jpg,No,Yes,Clay,55,1
0692,/images/synthetic_image_0692.jpg,No,No,Clay,12,1
0693,/images/synthetic_image_0693.jpg,No,Yes,Loamy,11,1
0694,/images/synthetic_image_0694.jpg,No,No,Loamy,12,0
0695,/images/synthetic_image_0695.jpg,No,Yes,Clay,16,0
0696,/images/synthetic_image_0696.jpg,Yes,No,Sandy,62,1
0697,/images/synthetic_image_0697.jpg,Yes,Yes,Clay,72,1
0698,/images/synthetic_image_0698.jpg,Yes,No,Clay,92,1
0699,/images/synthetic_image_0699.jpg,Yes,Yes,Clay,56,0
0700,/images/synthetic_image_0700.jpg,Yes,Yes,Loamy,88,0
0701,/images/synthetic_image_0701.jpg,Yes,No,Clay,28,1
0702,/images/synthetic_image_0702.jpg,Yes,Yes,Loamy,84,0
0703,/images/synthetic_image_0703.jpg,No,No,Loamy,63,1
0704,/images/synthetic_image_0704.jpg,Yes,Yes,Clay,39,0
0705,/images/synthetic_image_0705.jpg,No,No,Loamy,54,0
0706,/images/synthetic_image_0706.jpg,Yes,No,Sandy,22,1
0707,/images/synthetic_image_0707.jpg,Yes,Yes,Clay,21,1
0708,/images/synthetic_image_0708.jpg,Yes,No,Sandy,54,1
0709,/images/synthetic_image_0709.jpg,No,No,Sandy,43,1
0710,/images/synthetic_image_0710.jpg,No,No,Sandy,27,0
0711,/images/synthetic_image_0711.jpg,Yes,No,Clay,74,0
0712,/images/synthetic_image_0712.jpg,No,No,Loamy,69,0
0713,/images/synthetic_image_0713.jpg,No,Yes,Clay,16,1
0714,/images/synthetic_image_0714.jpg,No,Yes,Sandy,84,0
0715,/images/synthetic_image_0715.jpg,No,No,Sandy,77,1
0716,/images/synthetic_image_0716.jpg,Yes,Yes,Sandy,65,1
0717,/images/synthetic_image_0717.jpg,Yes,No,Clay,15,0
0718,/images/synthetic_image_0718.jpg,No,No,Sandy,65,1
0719,/images/synthetic_image_0719.jpg,No,No,Loamy,73,0
0720,/images/synthetic_image_0720.jpg,No,No,Clay,81,1
0721,/images/synthetic_image_0721.jpg,Yes,Yes,Sandy,69,1
0722,/images/synthetic_image_0722.jpg,Yes,Yes,Clay,11,1
0723,/images/synthetic_image_0723.jpg,No,No,Loamy,47,0
0724,/images/synthetic_image_0724.jpg,Yes,No,Sandy,35,1
0725,/images/synthetic_image_0725.jpg,No,Yes,Loamy,17,0
0726,/images/synthetic_image_0726.jpg,Yes,No,Loamy,60,1
0727,/images/synthetic_image_0727.jpg,Yes,Yes,Loamy,21,0
0728,/images/synthetic_image_0728.jpg,Yes,No,Loamy,77,0
0729,/images/synthetic_image_0729.jpg,Yes,Yes,Loamy,68,1
0730,/images/synthetic_image_0730.jpg,Yes,Yes,Sandy,43,1
0731,/images/synthetic_image_0731.jpg,Yes,Yes,Sandy,31,1
0732,/images/synthetic_image_0732.jpg,No,Yes,Sandy,53,0
0733,/images/synthetic_image_0733.jpg,Yes,Yes,Loamy,25,1
0734,/images/synthetic_image_0734.jpg,No,Yes,Clay,95,0
0735,/images/synthetic_image_0735.jpg,No,No,Loamy,97,1
0736,/images/synthetic_image_0736.jpg,No,Yes,Sandy,81,1
0737,/images/synthetic_image_0737.jpg,No,No,Loamy,16,1
0738,/images/synthetic_image_0738.jpg,Yes,No,Sandy,75,1
0739,/images/synthetic_image_0739.jpg,Yes,No,Sandy,22,1
0740,/images/synthetic_image_0740.jpg,No,No,Clay,17,0
0741,/images/synthetic_image_0741.jpg,No,Yes,Clay,22,1
0742,/images/synthetic_image_0742.jpg,No,Yes,Sandy,80,1
0743,/images/synthetic_image_0743.jpg,Yes,No,Clay,92,0
0744,/images/synthetic_image_0744.jpg,Yes,Yes,Sandy,21,1
0745,/images/synthetic_image_0745.jpg,Yes,Yes,Loamy,40,1
0746,/images/synthetic_image_0746.jpg,No,No,Loamy,19,0
0747,/images/synthetic_image_0747.jpg,No,No,Sandy,46,1
0748,/images/synthetic_image_0748.jpg,No,Yes,Sandy,93,1
0749,/images/synthetic_image_0749.jpg,No,Yes,Clay,10,0
0750,/images/synthetic_image_0750.jpg,Yes,Yes,Sandy,35,0
0751,/images/synthetic_image_0751.jpg,No,No,Sandy,23,1
0752,/images/synthetic_image_0752.jpg,Yes,Yes,Clay,48,1
0753,/images/synthetic_image_0753.jpg,Yes,No,Clay,61,1
0754,/images/synthetic_image_0754.jpg,No,No,Sandy,52,1
0755,/images/synthetic_image_0755.jpg,Yes,Yes,Loamy,96,1
0756,/images/synthetic_image_0756.jpg,No,No,Clay,35,1
0757,/images/synthetic_image_0757.jpg,Yes,Yes,Sandy,84,1
0758,/images/synthetic_image_0758.jpg,No,No,Loamy,72,0
0759,/images/synthetic_image_0759.jpg,Yes,Yes,Loamy,64,1
0760,/images/synthetic_image_0760.jpg,Yes,Yes,Loamy,46,1
0761,/images/synthetic_image_0761.jpg,Yes,Yes,Sandy,25,1
0762,/images/synthetic_image_0762.jpg,Yes,Yes,Clay,29,1
0763,/images/synthetic_image_0763.jpg,Yes,Yes,Loamy,49,1
0764,/images/synthetic_image_0764.jpg,Yes,Yes,Sandy,34,1
0765,/images/synthetic_image_0765.jpg,No,Yes,Sandy,97,1
0766,/images/synthetic_image_0766.jpg,Yes,No,Clay,68,1
0767,/images/synthetic_image_0767.jpg,Yes,No,Clay,77,0
0768,/images/synthetic_image_0768.jpg,No,No,Loamy,69,1
0769,/images/synthetic_image_0769.jpg,No,Yes,Clay,66,1
0770,/images/synthetic_image_0770.jpg,No,No,Sandy,15,0
0771,/images/synthetic_image_0771.jpg,No,No,Sandy,47,1
0772,/images/synthetic_image_0772.jpg,No,No,Sandy,73,1
0773,/images/synthetic_image_0773.jpg,No,Yes,Sandy,87,0
0774,/images/synthetic_image_0774.jpg,No,No,Loamy,99,1
0775,/images/synthetic_image_0775.jpg,Yes,Yes,Clay,97,1
0776,/images/synthetic_image_0776.jpg,Yes,No,Clay,57,1
0777,/images/synthetic_image_0777.jpg,No,No,Clay,15,0
0778,/images/synthetic_image_0778.jpg,No,Yes,Loamy,51,0
0779,/images/synthetic_image_0779.jpg,No,No,Sandy,18,1
0780,/images/synthetic_image_0780.jpg,No,Yes,Sandy,95,1
0781,/images/synthetic_image_0781.jpg,Yes,Yes,Sandy,56,1
0782,/images/synthetic_image_0782.jpg,Yes,No,Clay,65,1
0783,/images/synthetic_image_0783.jpg,No,No,Loamy,27,0
0784,/images/synthetic_image_0784.jpg,Yes,No,Loamy,37,1
0785,/images/synthetic_image_0785.jpg,No,No,Loamy,95,1
0786,/images/synthetic_image_0786.jpg,No,Yes,Sandy,28,0
0787,/images/synthetic_image_0787.jpg,No,No,Loamy,17,1
0788,/images/synthetic_image_0788.jpg,No,No,Loamy,67,1
0789,/images/synthetic_image_0789.jpg,No,No,Loamy,75,1
0790,/images/synthetic_image_0790.jpg,Yes,No,Loamy,58,0
0791,/images/synthetic_image_0791.jpg,No,No,Sandy,90,0
0792,/images/synthetic_image_0792.jpg,Yes,Yes,Sandy,85,0
0793,/images/synthetic_image_0793.jpg,No,Yes,Sandy,65,1
0794,/images/synthetic_image_0794.jpg,Yes,Yes,Clay,91,0
0795,/images/synthetic_image_0795.jpg,Yes,Yes,Clay,80,0
0796,/images/synthetic_image_0796.jpg,Yes,No,Clay,79,1
0797,/images/synthetic_image_0797.jpg,Yes,No,Clay,99,1
0798,/images/synthetic_image_0798.jpg,Yes,No,Loamy,68,1
0799,/images/synthetic_image_0799.jpg,No,Yes,Clay,38,1
0800,/images/synthetic_image_0800.jpg,No,Yes,Loamy,73,1
0801,/images/synthetic_image_0801.jpg,Yes,No,Clay,20,1
0802,/images/synthetic_image_0802.jpg,No,Yes,Clay,83,0
0803,/images/synthetic_image_0803.jpg,No,No,Sandy,32,1
0804,/images/synthetic_image_0804.jpg,No,No,Sandy,46,1
0805,/images/synthetic_image_0805.jpg,Yes,No,Loamy,86,0
